Recency,Frequency,Monetary,LIFESTAGE,PREMIUM_CUSTOMER
12,3,29.200000000000003,YOUNG SINGLES/COUPLES,Mainstream
163,1,3.8,YOUNG SINGLES/COUPLES,Mainstream
89,3,21.900000000000002,RETIREES,Mainstream
2,5,42.0,OLDER SINGLES/COUPLES,Budget
3,7,51.400000000000006,YOUNG FAMILIES,Premium
156,1,8.8,OLDER FAMILIES,Premium
168,1,8.8,YOUNG FAMILIES,Mainstream
103,2,15.399999999999999,YOUNG SINGLES/COUPLES,Premium
150,1,8.4,RETIREES,Mainstream
41,4,31.4,RETIREES,Budget
43,4,34.8,MIDAGE SINGLES/COUPLES,Budget
140,4,35.6,RETIREES,Budget
77,3,23.6,OLDER SINGLES/COUPLES,Mainstream
54,6,51.8,RETIREES,Premium
40,1,11.4,OLDER FAMILIES,Budget
11,3,29.200000000000003,YOUNG FAMILIES,Mainstream
98,3,30.6,MIDAGE SINGLES/COUPLES,Mainstream
101,5,43.6,OLDER SINGLES/COUPLES,Budget
60,3,26.6,OLDER SINGLES/COUPLES,Premium
67,2,14.8,NEW FAMILIES,Mainstream
5,2,22.6,YOUNG FAMILIES,Mainstream
37,5,51.2,YOUNG FAMILIES,Premium
243,2,13.8,OLDER FAMILIES,Mainstream
240,1,10.2,YOUNG FAMILIES,Budget
66,2,15.0,YOUNG SINGLES/COUPLES,Premium
99,2,16.799999999999997,YOUNG SINGLES/COUPLES,Mainstream
48,3,25.400000000000002,OLDER SINGLES/COUPLES,Budget
44,6,50.2,OLDER FAMILIES,Mainstream
172,2,20.6,RETIREES,Premium
32,2,18.4,YOUNG SINGLES/COUPLES,Mainstream
32,5,40.8,MIDAGE SINGLES/COUPLES,Budget
111,3,28.6,OLDER FAMILIES,Budget
5,4,32.0,OLDER SINGLES/COUPLES,Premium
102,2,17.6,YOUNG SINGLES/COUPLES,Budget
4,5,41.5,OLDER FAMILIES,Mainstream
72,4,35.400000000000006,RETIREES,Premium
25,1,10.2,YOUNG SINGLES/COUPLES,Mainstream
33,5,39.2,RETIREES,Mainstream
8,7,59.0,RETIREES,Mainstream
0,2,20.0,YOUNG SINGLES/COUPLES,Premium
99,3,27.6,MIDAGE SINGLES/COUPLES,Mainstream
229,1,9.2,YOUNG FAMILIES,Premium
4,4,36.400000000000006,OLDER SINGLES/COUPLES,Mainstream
68,5,41.0,RETIREES,Premium
4,3,29.8,YOUNG FAMILIES,Premium
76,3,26.6,OLDER SINGLES/COUPLES,Mainstream
57,4,36.0,YOUNG SINGLES/COUPLES,Premium
5,6,49.400000000000006,RETIREES,Mainstream
26,5,43.2,OLDER FAMILIES,Mainstream
34,4,42.2,RETIREES,Budget
7,1,11.4,YOUNG FAMILIES,Mainstream
92,1,7.4,OLDER SINGLES/COUPLES,Budget
116,3,24.799999999999997,MIDAGE SINGLES/COUPLES,Premium
80,1,7.4,OLDER SINGLES/COUPLES,Budget
161,4,38.6,RETIREES,Mainstream
78,4,34.0,OLDER SINGLES/COUPLES,Premium
206,1,11.8,MIDAGE SINGLES/COUPLES,Premium
61,1,6.6,OLDER FAMILIES,Mainstream
54,3,23.0,OLDER SINGLES/COUPLES,Premium
58,1,10.8,YOUNG SINGLES/COUPLES,Mainstream
211,2,9.899999999999999,RETIREES,Premium
0,4,30.0,YOUNG SINGLES/COUPLES,Budget
33,4,38.8,OLDER SINGLES/COUPLES,Budget
14,5,49.0,RETIREES,Mainstream
69,5,41.0,OLDER SINGLES/COUPLES,Mainstream
123,2,16.6,YOUNG SINGLES/COUPLES,Premium
42,3,29.4,OLDER SINGLES/COUPLES,Premium
270,1,10.2,OLDER FAMILIES,Mainstream
25,2,14.8,YOUNG SINGLES/COUPLES,Mainstream
50,3,24.2,RETIREES,Mainstream
268,1,7.4,RETIREES,Budget
17,2,17.6,OLDER SINGLES/COUPLES,Mainstream
9,2,15.399999999999999,YOUNG SINGLES/COUPLES,Premium
74,1,7.2,OLDER SINGLES/COUPLES,Mainstream
63,5,46.6,OLDER SINGLES/COUPLES,Budget
29,3,22.6,OLDER SINGLES/COUPLES,Budget
9,7,62.4,OLDER FAMILIES,Premium
243,1,6.6,OLDER FAMILIES,Mainstream
31,4,29.0,OLDER SINGLES/COUPLES,Budget
12,6,57.0,RETIREES,Mainstream
45,4,36.2,MIDAGE SINGLES/COUPLES,Mainstream
8,4,40.0,RETIREES,Mainstream
9,7,64.8,OLDER FAMILIES,Budget
39,5,42.2,OLDER FAMILIES,Budget
100,3,26.6,OLDER SINGLES/COUPLES,Premium
88,5,47.599999999999994,RETIREES,Premium
0,3,26.0,YOUNG SINGLES/COUPLES,Mainstream
116,4,39.2,YOUNG SINGLES/COUPLES,Mainstream
130,3,27.200000000000003,OLDER SINGLES/COUPLES,Premium
2,2,16.200000000000003,YOUNG FAMILIES,Budget
103,1,11.8,RETIREES,Mainstream
51,3,28.2,OLDER FAMILIES,Budget
87,4,30.6,YOUNG SINGLES/COUPLES,Mainstream
75,8,62.0,YOUNG FAMILIES,Mainstream
70,2,15.2,RETIREES,Premium
86,3,24.799999999999997,RETIREES,Mainstream
45,3,27.4,OLDER SINGLES/COUPLES,Premium
15,3,25.8,RETIREES,Budget
1,3,23.5,MIDAGE SINGLES/COUPLES,Budget
49,2,16.799999999999997,OLDER FAMILIES,Mainstream
29,4,38.400000000000006,RETIREES,Mainstream
22,3,26.6,NEW FAMILIES,Mainstream
127,2,18.0,RETIREES,Budget
5,4,40.2,RETIREES,Premium
135,4,36.400000000000006,OLDER SINGLES/COUPLES,Premium
69,5,41.0,OLDER SINGLES/COUPLES,Budget
87,4,36.2,MIDAGE SINGLES/COUPLES,Mainstream
32,2,20.6,RETIREES,Budget
140,4,38.2,OLDER SINGLES/COUPLES,Premium
118,6,59.4,OLDER SINGLES/COUPLES,Mainstream
26,2,18.0,RETIREES,Mainstream
196,2,20.6,OLDER FAMILIES,Mainstream
1,3,25.799999999999997,RETIREES,Mainstream
3,5,44.2,YOUNG SINGLES/COUPLES,Mainstream
6,4,32.0,NEW FAMILIES,Mainstream
112,3,24.6,OLDER SINGLES/COUPLES,Mainstream
55,5,41.699999999999996,YOUNG FAMILIES,Mainstream
6,3,18.1,OLDER SINGLES/COUPLES,Budget
222,1,3.8,RETIREES,Budget
212,1,7.6,OLDER FAMILIES,Budget
9,3,22.0,RETIREES,Budget
23,1,11.4,OLDER SINGLES/COUPLES,Premium
57,4,34.8,OLDER SINGLES/COUPLES,Premium
11,3,27.8,RETIREES,Mainstream
48,3,23.799999999999997,RETIREES,Mainstream
69,5,50.0,OLDER FAMILIES,Premium
12,4,31.1,RETIREES,Premium
1,5,51.0,OLDER SINGLES/COUPLES,Premium
32,4,36.8,OLDER FAMILIES,Budget
167,1,6.6,RETIREES,Mainstream
98,1,10.2,RETIREES,Premium
42,1,8.4,NEW FAMILIES,Mainstream
146,2,16.4,YOUNG SINGLES/COUPLES,Mainstream
85,5,43.2,RETIREES,Mainstream
63,2,16.200000000000003,RETIREES,Premium
178,2,19.0,YOUNG FAMILIES,Mainstream
23,6,55.0,YOUNG FAMILIES,Budget
46,3,24.4,OLDER SINGLES/COUPLES,Mainstream
4,1,10.8,YOUNG SINGLES/COUPLES,Mainstream
201,2,16.200000000000003,RETIREES,Mainstream
109,2,13.8,RETIREES,Budget
65,6,53.2,OLDER SINGLES/COUPLES,Mainstream
117,1,10.8,OLDER SINGLES/COUPLES,Premium
58,3,24.2,YOUNG SINGLES/COUPLES,Mainstream
51,2,16.4,NEW FAMILIES,Budget
1,3,20.9,OLDER SINGLES/COUPLES,Budget
128,3,21.1,OLDER FAMILIES,Mainstream
152,2,16.799999999999997,YOUNG SINGLES/COUPLES,Premium
4,8,75.2,YOUNG SINGLES/COUPLES,Mainstream
47,1,8.4,RETIREES,Mainstream
115,6,45.9,RETIREES,Mainstream
89,3,25.9,MIDAGE SINGLES/COUPLES,Premium
122,4,35.2,OLDER SINGLES/COUPLES,Budget
130,2,13.2,OLDER SINGLES/COUPLES,Premium
102,5,46.4,YOUNG SINGLES/COUPLES,Mainstream
26,4,33.2,YOUNG SINGLES/COUPLES,Mainstream
74,3,24.8,YOUNG SINGLES/COUPLES,Mainstream
123,1,10.2,OLDER FAMILIES,Mainstream
35,2,19.200000000000003,YOUNG SINGLES/COUPLES,Mainstream
23,2,16.8,MIDAGE SINGLES/COUPLES,Premium
26,1,7.6,RETIREES,Mainstream
4,3,27.6,OLDER FAMILIES,Budget
185,1,10.8,YOUNG SINGLES/COUPLES,Mainstream
44,3,26.8,YOUNG SINGLES/COUPLES,Budget
91,3,27.2,YOUNG FAMILIES,Mainstream
65,1,10.8,RETIREES,Mainstream
3,3,24.2,RETIREES,Budget
233,1,7.8,YOUNG FAMILIES,Budget
44,5,35.9,MIDAGE SINGLES/COUPLES,Premium
31,2,18.4,RETIREES,Mainstream
80,3,20.8,RETIREES,Premium
110,2,18.0,RETIREES,Mainstream
19,5,39.4,RETIREES,Budget
26,5,41.4,OLDER FAMILIES,Budget
7,4,30.0,MIDAGE SINGLES/COUPLES,Premium
26,6,48.8,YOUNG FAMILIES,Budget
74,2,21.0,YOUNG FAMILIES,Budget
15,1,7.6,OLDER FAMILIES,Budget
4,4,39.2,NEW FAMILIES,Budget
50,4,38.4,RETIREES,Budget
203,1,10.8,YOUNG FAMILIES,Mainstream
70,2,16.6,YOUNG FAMILIES,Premium
193,2,17.0,YOUNG SINGLES/COUPLES,Mainstream
55,2,15.0,OLDER SINGLES/COUPLES,Budget
75,2,15.0,MIDAGE SINGLES/COUPLES,Budget
41,2,16.4,YOUNG SINGLES/COUPLES,Mainstream
3,2,13.2,YOUNG SINGLES/COUPLES,Mainstream
69,4,32.6,OLDER SINGLES/COUPLES,Premium
184,1,8.4,RETIREES,Premium
164,2,13.100000000000001,RETIREES,Mainstream
12,3,23.8,OLDER FAMILIES,Premium
28,3,28.0,OLDER SINGLES/COUPLES,Budget
78,3,26.200000000000003,MIDAGE SINGLES/COUPLES,Premium
68,3,25.0,RETIREES,Premium
85,4,38.4,MIDAGE SINGLES/COUPLES,Budget
60,3,25.6,OLDER SINGLES/COUPLES,Mainstream
88,3,22.6,YOUNG SINGLES/COUPLES,Mainstream
1,3,30.2,RETIREES,Budget
30,2,16.0,OLDER SINGLES/COUPLES,Premium
42,3,22.6,OLDER SINGLES/COUPLES,Mainstream
41,1,8.6,MIDAGE SINGLES/COUPLES,Premium
77,5,42.4,RETIREES,Mainstream
37,3,21.799999999999997,RETIREES,Budget
65,3,25.6,RETIREES,Premium
16,3,29.0,YOUNG FAMILIES,Budget
136,3,30.0,OLDER SINGLES/COUPLES,Mainstream
41,4,37.0,RETIREES,Mainstream
41,5,41.6,YOUNG FAMILIES,Premium
56,2,19.6,YOUNG SINGLES/COUPLES,Budget
54,1,7.8,OLDER SINGLES/COUPLES,Premium
77,5,40.0,OLDER SINGLES/COUPLES,Mainstream
192,1,7.4,RETIREES,Premium
9,3,31.8,YOUNG FAMILIES,Mainstream
67,4,34.0,OLDER SINGLES/COUPLES,Premium
6,3,23.6,YOUNG FAMILIES,Mainstream
20,3,27.6,RETIREES,Budget
196,1,10.8,NEW FAMILIES,Mainstream
4,5,38.8,OLDER SINGLES/COUPLES,Budget
227,2,14.4,OLDER FAMILIES,Premium
188,4,31.6,RETIREES,Mainstream
162,2,17.799999999999997,MIDAGE SINGLES/COUPLES,Mainstream
18,5,45.4,OLDER SINGLES/COUPLES,Premium
5,7,63.4,YOUNG FAMILIES,Mainstream
66,6,55.2,OLDER FAMILIES,Budget
187,3,31.0,YOUNG SINGLES/COUPLES,Mainstream
124,3,25.6,YOUNG SINGLES/COUPLES,Mainstream
19,3,25.200000000000003,YOUNG FAMILIES,Mainstream
76,2,12.0,OLDER SINGLES/COUPLES,Premium
186,4,30.2,RETIREES,Budget
77,3,23.8,OLDER SINGLES/COUPLES,Budget
0,4,31.200000000000003,OLDER FAMILIES,Mainstream
125,3,32.6,RETIREES,Budget
100,3,24.0,MIDAGE SINGLES/COUPLES,Mainstream
52,4,33.1,OLDER SINGLES/COUPLES,Premium
33,5,49.6,OLDER SINGLES/COUPLES,Mainstream
19,5,42.8,RETIREES,Premium
25,4,37.2,OLDER SINGLES/COUPLES,Budget
62,7,59.4,YOUNG FAMILIES,Premium
0,5,38.05,NEW FAMILIES,Budget
9,2,16.200000000000003,OLDER SINGLES/COUPLES,Budget
21,4,36.8,RETIREES,Mainstream
8,5,38.2,YOUNG FAMILIES,Mainstream
178,1,8.8,MIDAGE SINGLES/COUPLES,Mainstream
6,3,25.0,MIDAGE SINGLES/COUPLES,Mainstream
77,3,26.2,OLDER FAMILIES,Budget
30,5,46.2,NEW FAMILIES,Mainstream
134,6,49.2,OLDER SINGLES/COUPLES,Mainstream
23,6,59.6,RETIREES,Budget
46,1,11.4,YOUNG FAMILIES,Mainstream
17,2,18.200000000000003,OLDER FAMILIES,Mainstream
14,2,16.4,OLDER SINGLES/COUPLES,Premium
120,3,25.6,NEW FAMILIES,Budget
4,6,56.0,YOUNG FAMILIES,Budget
6,5,36.2,OLDER SINGLES/COUPLES,Mainstream
14,2,18.6,YOUNG SINGLES/COUPLES,Mainstream
33,1,7.6,RETIREES,Mainstream
207,1,11.8,RETIREES,Premium
96,3,27.6,RETIREES,Premium
23,5,43.4,OLDER SINGLES/COUPLES,Budget
113,5,50.2,OLDER SINGLES/COUPLES,Mainstream
204,2,12.2,YOUNG SINGLES/COUPLES,Mainstream
89,4,33.6,YOUNG FAMILIES,Premium
60,4,34.6,OLDER SINGLES/COUPLES,Mainstream
109,3,28.2,OLDER FAMILIES,Mainstream
8,6,51.2,YOUNG SINGLES/COUPLES,Mainstream
25,6,56.4,OLDER SINGLES/COUPLES,Premium
19,1,6.6,YOUNG FAMILIES,Premium
8,3,28.0,OLDER SINGLES/COUPLES,Premium
110,3,26.799999999999997,RETIREES,Mainstream
77,5,50.6,RETIREES,Budget
2,3,25.8,RETIREES,Premium
50,7,63.8,YOUNG FAMILIES,Mainstream
0,2,20.200000000000003,RETIREES,Mainstream
12,5,35.400000000000006,YOUNG SINGLES/COUPLES,Budget
123,6,56.7,OLDER SINGLES/COUPLES,Premium
4,2,20.4,YOUNG SINGLES/COUPLES,Mainstream
136,1,9.2,OLDER SINGLES/COUPLES,Premium
0,3,26.6,RETIREES,Mainstream
21,6,51.2,RETIREES,Mainstream
32,2,14.2,MIDAGE SINGLES/COUPLES,Mainstream
129,2,14.2,YOUNG FAMILIES,Mainstream
31,3,26.0,RETIREES,Mainstream
41,2,16.6,YOUNG SINGLES/COUPLES,Premium
149,2,19.200000000000003,OLDER SINGLES/COUPLES,Mainstream
61,4,30.0,OLDER SINGLES/COUPLES,Mainstream
6,4,38.6,RETIREES,Mainstream
6,5,54.6,RETIREES,Premium
96,5,45.8,MIDAGE SINGLES/COUPLES,Mainstream
21,7,68.6,RETIREES,Premium
18,3,30.400000000000002,OLDER SINGLES/COUPLES,Budget
92,1,11.4,YOUNG FAMILIES,Premium
103,6,55.0,YOUNG FAMILIES,Budget
24,4,33.6,RETIREES,Premium
80,4,38.0,MIDAGE SINGLES/COUPLES,Budget
26,2,19.200000000000003,OLDER SINGLES/COUPLES,Budget
80,3,25.4,NEW FAMILIES,Budget
4,5,39.4,OLDER SINGLES/COUPLES,Budget
58,2,16.200000000000003,OLDER FAMILIES,Mainstream
3,4,29.1,RETIREES,Premium
39,4,30.299999999999997,OLDER SINGLES/COUPLES,Premium
69,2,16.200000000000003,MIDAGE SINGLES/COUPLES,Premium
134,2,11.5,NEW FAMILIES,Budget
105,2,29.200000000000003,YOUNG SINGLES/COUPLES,Premium
155,1,3.3,OLDER SINGLES/COUPLES,Premium
125,2,13.399999999999999,YOUNG FAMILIES,Budget
164,2,14.799999999999999,YOUNG SINGLES/COUPLES,Mainstream
227,1,22.0,OLDER FAMILIES,Premium
88,1,5.2,MIDAGE SINGLES/COUPLES,Mainstream
200,1,2.9,RETIREES,Premium
71,2,5.300000000000001,RETIREES,Mainstream
7,1,5.8,OLDER SINGLES/COUPLES,Mainstream
25,1,7.6,RETIREES,Mainstream
120,1,10.8,MIDAGE SINGLES/COUPLES,Mainstream
204,1,2.1,RETIREES,Mainstream
116,1,2.1,OLDER FAMILIES,Budget
209,1,6.0,RETIREES,Premium
229,1,2.6,OLDER SINGLES/COUPLES,Premium
78,2,9.8,YOUNG SINGLES/COUPLES,Premium
107,2,8.45,YOUNG FAMILIES,Budget
20,1,8.4,OLDER SINGLES/COUPLES,Mainstream
105,3,11.8,YOUNG SINGLES/COUPLES,Budget
118,2,12.3,MIDAGE SINGLES/COUPLES,Premium
40,2,4.7,MIDAGE SINGLES/COUPLES,Budget
164,1,2.6,YOUNG SINGLES/COUPLES,Budget
69,1,2.7,YOUNG SINGLES/COUPLES,Premium
80,1,2.1,YOUNG SINGLES/COUPLES,Premium
144,2,9.2,OLDER FAMILIES,Budget
84,1,6.0,NEW FAMILIES,Budget
24,1,3.0,YOUNG SINGLES/COUPLES,Budget
149,3,16.4,OLDER SINGLES/COUPLES,Budget
52,1,6.0,OLDER SINGLES/COUPLES,Mainstream
145,1,8.4,YOUNG SINGLES/COUPLES,Mainstream
225,1,3.8,YOUNG SINGLES/COUPLES,Mainstream
238,1,1.9,RETIREES,Mainstream
234,1,9.2,OLDER SINGLES/COUPLES,Mainstream
118,1,2.8,YOUNG SINGLES/COUPLES,Premium
129,1,4.6,YOUNG FAMILIES,Mainstream
162,1,6.2,MIDAGE SINGLES/COUPLES,Mainstream
129,3,9.9,YOUNG SINGLES/COUPLES,Budget
85,3,9.0,YOUNG SINGLES/COUPLES,Premium
33,1,3.4,YOUNG SINGLES/COUPLES,Budget
131,2,7.6,YOUNG SINGLES/COUPLES,Budget
80,1,2.7,RETIREES,Mainstream
111,1,4.4,OLDER FAMILIES,Premium
256,1,10.8,OLDER SINGLES/COUPLES,Mainstream
240,1,8.8,YOUNG SINGLES/COUPLES,Mainstream
129,2,10.4,OLDER SINGLES/COUPLES,Budget
206,1,3.8,OLDER SINGLES/COUPLES,Budget
39,1,7.6,OLDER SINGLES/COUPLES,Premium
86,1,5.2,OLDER SINGLES/COUPLES,Mainstream
85,1,3.0,YOUNG SINGLES/COUPLES,Budget
217,3,12.5,OLDER SINGLES/COUPLES,Budget
254,1,5.8,RETIREES,Budget
125,1,6.0,RETIREES,Budget
184,2,10.8,YOUNG SINGLES/COUPLES,Premium
177,2,13.4,RETIREES,Premium
110,1,4.2,NEW FAMILIES,Mainstream
3,4,27.5,OLDER FAMILIES,Premium
122,1,4.6,YOUNG SINGLES/COUPLES,Budget
144,1,7.4,YOUNG FAMILIES,Mainstream
115,1,7.2,MIDAGE SINGLES/COUPLES,Mainstream
236,1,1.7,YOUNG FAMILIES,Premium
42,2,10.7,YOUNG FAMILIES,Premium
231,1,3.0,YOUNG SINGLES/COUPLES,Premium
240,1,2.7,OLDER SINGLES/COUPLES,Mainstream
50,3,17.2,NEW FAMILIES,Budget
162,2,6.800000000000001,YOUNG FAMILIES,Budget
58,1,2.9,YOUNG SINGLES/COUPLES,Premium
14,3,7.1000000000000005,RETIREES,Mainstream
253,1,5.4,OLDER FAMILIES,Budget
2,2,7.4,NEW FAMILIES,Mainstream
38,1,2.7,YOUNG SINGLES/COUPLES,Budget
13,1,9.2,OLDER SINGLES/COUPLES,Premium
231,1,7.4,OLDER SINGLES/COUPLES,Premium
123,2,12.399999999999999,YOUNG SINGLES/COUPLES,Budget
45,1,3.8,OLDER SINGLES/COUPLES,Budget
236,1,5.1,YOUNG FAMILIES,Premium
129,1,9.2,RETIREES,Budget
4,2,6.7,YOUNG SINGLES/COUPLES,Mainstream
18,2,6.8,OLDER FAMILIES,Mainstream
88,1,6.6,OLDER SINGLES/COUPLES,Mainstream
152,1,7.4,YOUNG SINGLES/COUPLES,Premium
58,1,3.9,NEW FAMILIES,Budget
145,1,3.0,RETIREES,Mainstream
259,1,1.8,YOUNG SINGLES/COUPLES,Mainstream
105,2,12.899999999999999,RETIREES,Mainstream
43,3,17.4,YOUNG SINGLES/COUPLES,Mainstream
28,1,3.6,YOUNG FAMILIES,Budget
9,2,8.9,YOUNG FAMILIES,Mainstream
146,1,1.7,OLDER SINGLES/COUPLES,Mainstream
151,2,12.0,YOUNG SINGLES/COUPLES,Mainstream
79,1,7.6,RETIREES,Budget
7,4,24.8,RETIREES,Budget
53,1,2.1,YOUNG SINGLES/COUPLES,Mainstream
174,1,1.9,YOUNG SINGLES/COUPLES,Budget
109,2,11.1,OLDER FAMILIES,Budget
62,1,2.1,OLDER SINGLES/COUPLES,Premium
33,1,1.8,RETIREES,Budget
162,2,5.6,YOUNG FAMILIES,Budget
1,2,5.6,OLDER SINGLES/COUPLES,Mainstream
117,2,6.4,MIDAGE SINGLES/COUPLES,Mainstream
9,2,14.899999999999999,OLDER FAMILIES,Premium
111,3,18.0,RETIREES,Budget
223,1,2.7,YOUNG SINGLES/COUPLES,Premium
108,1,7.8,MIDAGE SINGLES/COUPLES,Budget
81,1,3.9,OLDER FAMILIES,Budget
24,3,8.5,YOUNG FAMILIES,Mainstream
166,2,12.6,OLDER SINGLES/COUPLES,Premium
110,1,1.7,YOUNG FAMILIES,Premium
163,2,5.9,YOUNG SINGLES/COUPLES,Premium
79,1,2.6,YOUNG FAMILIES,Budget
101,2,8.8,OLDER FAMILIES,Budget
140,1,2.6,RETIREES,Budget
229,2,4.9,MIDAGE SINGLES/COUPLES,Premium
180,1,3.0,MIDAGE SINGLES/COUPLES,Premium
205,1,2.9,YOUNG SINGLES/COUPLES,Budget
115,1,2.6,OLDER SINGLES/COUPLES,Mainstream
128,3,17.0,MIDAGE SINGLES/COUPLES,Mainstream
41,1,10.8,MIDAGE SINGLES/COUPLES,Mainstream
131,2,9.299999999999999,RETIREES,Premium
65,1,5.4,YOUNG SINGLES/COUPLES,Premium
13,1,3.6,OLDER SINGLES/COUPLES,Premium
7,1,7.2,YOUNG SINGLES/COUPLES,Premium
114,2,8.399999999999999,MIDAGE SINGLES/COUPLES,Premium
137,1,4.4,OLDER SINGLES/COUPLES,Premium
103,2,14.0,OLDER SINGLES/COUPLES,Budget
106,2,22.6,RETIREES,Premium
148,1,2.3,RETIREES,Mainstream
156,1,7.6,YOUNG SINGLES/COUPLES,Budget
240,1,4.2,OLDER SINGLES/COUPLES,Mainstream
189,2,13.399999999999999,MIDAGE SINGLES/COUPLES,Budget
26,1,4.4,YOUNG SINGLES/COUPLES,Mainstream
228,1,2.6,YOUNG SINGLES/COUPLES,Premium
159,1,6.0,YOUNG SINGLES/COUPLES,Budget
78,1,3.0,YOUNG SINGLES/COUPLES,Premium
34,2,8.3,YOUNG FAMILIES,Budget
39,3,14.8,YOUNG SINGLES/COUPLES,Budget
96,2,7.7,RETIREES,Mainstream
52,3,11.1,OLDER SINGLES/COUPLES,Premium
14,2,3.5,YOUNG SINGLES/COUPLES,Budget
107,1,7.4,NEW FAMILIES,Budget
256,1,4.6,YOUNG SINGLES/COUPLES,Budget
44,4,22.4,OLDER FAMILIES,Premium
255,1,9.2,YOUNG SINGLES/COUPLES,Mainstream
38,1,7.4,OLDER FAMILIES,Budget
41,4,17.9,RETIREES,Mainstream
73,1,4.4,RETIREES,Premium
4,3,12.3,OLDER SINGLES/COUPLES,Budget
139,3,15.8,MIDAGE SINGLES/COUPLES,Premium
137,1,9.2,RETIREES,Premium
177,1,5.8,YOUNG SINGLES/COUPLES,Premium
126,1,6.6,RETIREES,Premium
40,2,6.8,YOUNG SINGLES/COUPLES,Mainstream
208,1,4.6,MIDAGE SINGLES/COUPLES,Mainstream
158,3,15.799999999999999,YOUNG SINGLES/COUPLES,Mainstream
176,1,5.4,OLDER FAMILIES,Budget
113,2,13.0,OLDER SINGLES/COUPLES,Budget
172,1,3.0,MIDAGE SINGLES/COUPLES,Budget
106,1,7.4,OLDER FAMILIES,Budget
42,1,9.2,OLDER FAMILIES,Premium
252,1,2.6,RETIREES,Mainstream
57,2,4.3,RETIREES,Mainstream
176,1,3.0,YOUNG FAMILIES,Premium
154,2,8.7,NEW FAMILIES,Premium
73,1,3.0,NEW FAMILIES,Mainstream
245,1,4.4,OLDER SINGLES/COUPLES,Premium
182,2,5.8,YOUNG FAMILIES,Premium
234,1,6.6,RETIREES,Budget
232,1,3.0,YOUNG SINGLES/COUPLES,Mainstream
21,2,8.5,YOUNG FAMILIES,Mainstream
107,1,8.8,RETIREES,Mainstream
203,1,7.6,MIDAGE SINGLES/COUPLES,Premium
139,3,16.5,YOUNG SINGLES/COUPLES,Mainstream
159,1,4.6,RETIREES,Mainstream
193,1,2.7,RETIREES,Premium
170,1,8.8,RETIREES,Budget
119,3,17.6,MIDAGE SINGLES/COUPLES,Premium
5,3,18.6,MIDAGE SINGLES/COUPLES,Premium
228,1,3.7,YOUNG SINGLES/COUPLES,Mainstream
104,2,15.8,MIDAGE SINGLES/COUPLES,Budget
238,1,4.6,YOUNG SINGLES/COUPLES,Premium
179,1,2.8,YOUNG FAMILIES,Mainstream
49,1,6.0,RETIREES,Mainstream
46,2,13.5,OLDER SINGLES/COUPLES,Budget
39,1,2.7,RETIREES,Budget
64,1,10.8,MIDAGE SINGLES/COUPLES,Mainstream
0,2,9.0,YOUNG SINGLES/COUPLES,Premium
29,1,5.4,MIDAGE SINGLES/COUPLES,Mainstream
65,1,4.2,RETIREES,Mainstream
6,2,13.399999999999999,YOUNG FAMILIES,Premium
226,1,8.8,YOUNG SINGLES/COUPLES,Mainstream
149,1,9.2,OLDER SINGLES/COUPLES,Premium
8,2,8.7,YOUNG FAMILIES,Premium
31,1,6.0,YOUNG FAMILIES,Budget
197,1,3.0,RETIREES,Mainstream
183,1,3.8,OLDER SINGLES/COUPLES,Premium
136,1,2.7,MIDAGE SINGLES/COUPLES,Budget
34,2,7.1000000000000005,RETIREES,Premium
151,1,6.0,OLDER SINGLES/COUPLES,Premium
60,1,1.7,YOUNG SINGLES/COUPLES,Budget
272,1,6.0,YOUNG SINGLES/COUPLES,Budget
111,2,22.200000000000003,YOUNG SINGLES/COUPLES,Mainstream
18,3,18.599999999999998,YOUNG SINGLES/COUPLES,Mainstream
242,1,4.2,YOUNG SINGLES/COUPLES,Mainstream
123,1,1.5,YOUNG SINGLES/COUPLES,Premium
5,2,11.7,YOUNG SINGLES/COUPLES,Mainstream
214,1,3.0,YOUNG SINGLES/COUPLES,Mainstream
114,2,8.7,RETIREES,Mainstream
222,1,9.0,MIDAGE SINGLES/COUPLES,Premium
15,1,5.8,YOUNG SINGLES/COUPLES,Premium
28,3,8.3,YOUNG SINGLES/COUPLES,Budget
36,1,5.7,YOUNG SINGLES/COUPLES,Mainstream
72,1,5.4,YOUNG SINGLES/COUPLES,Budget
107,2,13.1,RETIREES,Mainstream
126,2,5.199999999999999,YOUNG SINGLES/COUPLES,Budget
221,1,2.6,RETIREES,Mainstream
128,2,9.2,YOUNG FAMILIES,Mainstream
268,1,3.0,YOUNG SINGLES/COUPLES,Budget
34,2,10.6,RETIREES,Budget
234,1,5.4,RETIREES,Premium
207,2,5.5,YOUNG SINGLES/COUPLES,Premium
26,1,3.6,OLDER SINGLES/COUPLES,Premium
136,1,4.2,NEW FAMILIES,Budget
106,2,6.8,RETIREES,Premium
151,1,6.5,YOUNG SINGLES/COUPLES,Premium
141,1,2.6,RETIREES,Premium
32,4,20.2,YOUNG SINGLES/COUPLES,Premium
65,2,17.4,OLDER SINGLES/COUPLES,Premium
24,1,6.0,YOUNG SINGLES/COUPLES,Mainstream
172,2,9.299999999999999,OLDER SINGLES/COUPLES,Premium
13,2,14.100000000000001,YOUNG SINGLES/COUPLES,Mainstream
118,1,4.4,OLDER SINGLES/COUPLES,Mainstream
78,3,11.4,OLDER FAMILIES,Budget
